sequence.sequenceID,alignment.displayName,sequence.m49_country.display_name,sequence.collection_year,sequence.earliest_collection_year,brgy,place,province,region,,latitude,longitude,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate,seq
4B-23-02,Asian SEA4,Philippines,,,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,13/01/2023,11872,,,Canis familiaris,,4B-23-02,4B-23-02
4B-23-03,Asian SEA4,Philippines,,,Sugod,San Agustin,Romblon,Southwestern Tagalog Region,Region IV-B,12.55403552,122.1124048,22/01/2023,11872,,,Canis familiaris,,4B-23-03,4B-23-03
4B-23-04,Asian SEA4,Philippines,,,Carmen,San Agustin,Romblon,Southwestern Tagalog Region,Region IV-B,12.55403552,122.1124048,31/01/2023,11872,,,Canis familiaris,,4B-23-04,4B-23-04
4B-23-05,Asian SEA4,Philippines,,,Sugod,San Agustin,Romblon,Southwestern Tagalog Region,Region IV-B,12.55403552,122.1124048,20/01/2023,11872,,,Canis familiaris,,4B-23-05,4B-23-05
4B-23-06,Asian SEA4,Philippines,,,Concepcion Norte,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,02/02/2023,11872,,,Canis familiaris,,4B-23-06,4B-23-06
4B-23-07,Asian SEA4,Philippines,,,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,07/02/2023,11872,,,Canis familiaris,,4B-23-07,4B-23-07
4B-23-11,Asian SEA4,Philippines,,,Jun Carlo,San Andres,Romblon,Southwestern Tagalog Region,Region IV-B,12.53642104,122.0469478,07/02/2023,11872,,,Canis familiaris,,4B-23-11,4B-23-11
4B-23-12,Asian SEA4,Philippines,,,Concepcion Norte,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,14/02/2023,11872,,,Canis familiaris,,4B-23-12,4B-23-12
4B-23-13,Asian SEA4,Philippines,,,Rizal,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,09/02/2023,11872,,,Canis familiaris,,4B-23-13,4B-23-13
4B-23-15,Asian SEA4,Philippines,,,Poctoy,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,16/02/2023,11872,,,Canis familiaris,,4B-23-15,4B-23-15
4B-23-16,Asian SEA4,Philippines,,,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,28/02/2023,11872,,,Canis familiaris,,4B-23-16,4B-23-16
4B-23-17,Asian SEA4,Philippines,,,Poctoy,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,01/03/2023,11872,,,Canis familiaris,,4B-23-17,4B-23-17
4B-23-19,Asian SEA4,Philippines,,,Mahabang Baybay,San Agustin,Romblon,Southwestern Tagalog Region,Region IV-B,12.55403552,122.1124048,01/03/2023,11872,,,Canis familiaris,,4B-23-19,4B-23-19
4B-2422,Asian SEA4,Philippines,,,Concepcion,Calintaan,Occidental Mindoro,Southwestern Tagalog Region,Region IV-B,12.59217706,121.082659,04/02/2022,11872,,,Canis familiaris,,4B-2422,4B-2422
4B-2922HM,Asian SEA4,Philippines,,,Mangangan,Baco,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.29039427,121.066837,09/02/2022,11872,,,Canis familiaris,,4B-2922HM,4B-2922HM
4B-2922JG,Asian SEA4,Philippines,,,Anilao,Bongabong,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.71623574,121.3862303,09/02/2022,11872,,,Canis familiaris,,4B-2922JG,4B-2922JG
AB563821,Asian SEA4,Philippines,2006,2006,,No data,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,,,24/05/2006,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R4B.PHL/2006/Z-06-203,RV/R4B.PHL/2006/Z-06-203
AB698024,Asian SEA4,Philippines,2006,2006,,,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,,,01/10/2006,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R4B.PHL/2006/Z-06-408,RV/R4B.PHL/2006/Z-06-408
H-23-011Sa11,Asian SEA4,Philippines,,,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,02/02/2023,11872,,,Homo sapiens,,H-23-011Sa11,H-23-011Sa_11
H-23-011Sk12,Asian SEA4,Philippines,,,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,02/02/2023,11872,,,Homo sapiens,,H-23-011Sk12,H-23-011Sk_12
LC018535,Asian SEA4,Philippines,2011,2011,,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,31/05/2011,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2011/TRa-392,RV/R4B.PHL/2011/TRa-392
LC018539,Asian SEA4,Philippines,2012,2012,,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,07/02/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2012/TRa-397,RV/R4B.PHL/2012/TRa-397
LC018543,Asian SEA4,Philippines,2012,2012,,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,18/07/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2012/TRa-402,RV/R4B.PHL/2012/TRa-402
LC018584,Asian SEA4,Philippines,2013,2013,,Puerto Princesa City,Palawan,Southwestern Tagalog Region,Region IV-B,,,18/05/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2013/TRa-486,RV/R4B.PHL/2013/TRa-486
LC018585,Asian SEA4,Philippines,2013,2013,,Puerto Princesa City,Palawan,Southwestern Tagalog Region,Region IV-B,,,13/06/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2013/TRa-487,RV/R4B.PHL/2013/TRa-487
LC018607,Asian SEA4,Philippines,2011,2011,,,Romblon,Southwestern Tagalog Region,Region IV-B,,,07/08/2011,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2011/TRa-394,RV/R4B.PHL/2011/TRa-394
LC018608,Asian SEA4,Philippines,2011,2011,,,Romblon,Southwestern Tagalog Region,Region IV-B,,,28/10/2011,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2011/TRa-396,RV/R4B.PHL/2011/TRa-396
LC018610,Asian SEA4,Philippines,2012,2012,,,Romblon,Southwestern Tagalog Region,Region IV-B,,,19/06/2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4B.PHL/2012/TRa-400,RV/R4B.PHL/2012/TRa-400
Z-13-216,Asian SEA4,Philippines,,,Bgy. 2,Mamburao,Occidental Mindoro,Southwestern Tagalog Region,Region IV-B,13.25401504,120.6612766,25/10/2013,11872,,,Canis familiaris,,Z-13-216,Z-13-216
Z-17-57,Asian SEA4,Philippines,,,Magbag,San Jose,Occidental Mindoro,Southwestern Tagalog Region,Region IV-B,12.45581677,121.1219622,29/03/2017,11872,,,Canis familiaris,,Z-17-57,Z-17-57
Z-22-103,Asian SEA4,Philippines,,,Paroyhog,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,21/11/2022,11872,,,Canis familiaris,,Z-22-103,Z-22-103
Z-22-119,Asian SEA4,Philippines,,,Tulay,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,28/12/2022,11872,,,Canis familiaris,,Z-22-119,Z-22-119
Z-22-121,Asian SEA4,Philippines,,,Carmen,San Agustin,Romblon,Southwestern Tagalog Region,Region IV-B,12.55403552,122.1124048,19/12/2022,11872,,,Canis familiaris,,Z-22-121,Z-22-121
R9-010,Asian SEA4,Philippines,,,San Roque,Zamboanga  ,Zamboanga Del Sur,Zamboanga Peninsula,Region IX,7.154200895,122.139348,27/01/2020,11872,,,Felis catus,,R9-010,R9-010
R9-074,Asian SEA4,Philippines,,,Cogon,Sagun,Zamboanga Del Sur,Zamboanga Peninsula,Region IX,7.519657705,123.1738437,20/08/2021,11872,,,Canis familiaris,,R9-074,R9-074
R9-089,Asian SEA4,Philippines,,,Pangi,Ipil,Zamboanga Sibugay,Zamboanga Peninsula,Region IX,7.780235248,122.5765115,07/10/2021,11872,,,Canis familiaris,,R9-089,R9-089
R9-105,Asian SEA4,Philippines,,,Lopoc,Labason,Zamboanga Del Norte,Zamboanga Peninsula,Region IX,8.030135135,122.5303567,09/12/2021,11872,,,Canis familiaris,,R9-105,R9-105
153,Asian SEA4,Philippines,,,Paulog,Ligao,Albay,Bicol Region,Region V,,,17/05/2018,11872,,,Canis familiaris,,153,153
AB563839,Asian SEA4,Philippines,2008,2008,,Tabaco City,Albay,Bicol Region,Region V,13.32537797,123.668741,16/06/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-005,RV/R5.PHL/2008/TRa-005
AB563858,Asian SEA4,Philippines,2008,2008,,Bacacay,Albay,Bicol Region,Region V,,,08/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-031,RV/R5.PHL/2008/TRa-031
AB563859,Asian SEA4,Philippines,2008,2008,,Bacacay,Albay,Bicol Region,Region V,,,16/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-032,RV/R5.PHL/2008/TRa-032
AB563860,Asian SEA4,Philippines,2008,2008,,,Albay,Bicol Region,Region V,,,01/07/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-034,RV/R5.PHL/2008/TRa-034
AB563861,Asian SEA4,Philippines,2008,2008,,Naga City,Camarines Sur,Bicol Region,Region V,,,14/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-036,RV/R5.PHL/2008/TRa-036
AB563862,Asian SEA4,Philippines,2008,2008,,Gainza,Camarines Sur,Bicol Region,Region V,,,15/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-037,RV/R5.PHL/2008/TRa-037
AB563886,Asian SEA4,Philippines,2008,2008,,Daraga (Locsin),Albay,Bicol Region,Region V,,,21/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-067,RV/R5.PHL/2008/TRa-067
AB563933,Asian SEA4,Philippines,2008,2008,,,Catanduanes,Bicol Region,Region V,,,01/11/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-120,RV/R5.PHL/2008/TRa-120
AB563934,Asian SEA4,Philippines,2008,2008,,Naga City,Camarines Sur,Bicol Region,Region V,,,27/11/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-121,RV/R5.PHL/2008/TRa-121
AB563935,Asian SEA4,Philippines,2008,2008,,,Albay,Bicol Region,Region V,,,01/12/2008,786,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-122,RV/R5.PHL/2008/TRa-122
AB563969,Asian SEA4,Philippines,2009,2009,,Daraga (Locsin),Albay,Bicol Region,Region V,,,12/05/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-183,RV/R5.PHL/2009/TRa-183
AB563994,Asian SEA4,Philippines,2009,2009,,Daraga (Locsin),Albay,Bicol Region,Region V,,,18/05/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-225,RV/R5.PHL/2009/TRa-225
AB563995,Asian SEA4,Philippines,2009,2009,,Daraga (Locsin),Albay,Bicol Region,Region V,,,25/05/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-226,RV/R5.PHL/2009/TRa-226
AB563996,Asian SEA4,Philippines,2009,2009,,Tabaco City,Albay,Bicol Region,Region V,13.32537797,123.668741,22/06/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-227,RV/R5.PHL/2009/TRa-227
AB563997,Asian SEA4,Philippines,2009,2009,,Virac,Catanduanes,Bicol Region,Region V,,,24/07/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-229,RV/R5.PHL/2009/TRa-229
AB563998,Asian SEA4,Philippines,2009,2009,,Vinzons,Camarines Norte,Bicol Region,Region V,,,17/08/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-231,RV/R5.PHL/2009/TRa-231
AB683634,Asian SEA4,Philippines,2008,2008,,,Camarines Sur,Bicol Region,Region V,,,02/10/2008,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-071,RV/R5.PHL/2008/TRa-071
AB683635,Asian SEA4,Philippines,2008,2008,,,Albay,Bicol Region,Region V,,,15/10/2008,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-072,RV/R5.PHL/2008/TRa-072
AB683636,Asian SEA4,Philippines,2008,2008,,,Sorsogon,Bicol Region,Region V,,,21/10/2008,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-073,RV/R5.PHL/2008/TRa-073
AB683639,Asian SEA4,Philippines,2008,2008,,,Catanduanes,Bicol Region,Region V,,,24/12/2008,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2008/TRa-123,RV/R5.PHL/2008/TRa-123
AB733977,Asian SEA4,Philippines,2009,2009,,Gubat,Sorsogon,Bicol Region,Region V,,,20/10/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-268,RV/R5.PHL/2009/TRa-268
AB733978,Asian SEA4,Philippines,2009,2009,,Daraga (Locsin),Albay,Bicol Region,Region V,,,18/11/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-272,RV/R5.PHL/2009/TRa-272
AB733979,Asian SEA4,Philippines,2009,2009,,Legaspi City,Albay,Bicol Region,Region V,,,26/11/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-273,RV/R5.PHL/2009/TRa-273
AB771916,Asian SEA4,Philippines,2009,2009,,Virac,Catanduanes,Bicol Region,Region V,,,01/10/2009,698,29-May-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-269,RV/R5.PHL/2009/TRa-269
AB771917,Asian SEA4,Philippines,2009,2009,,Daet,Camarines Norte,Bicol Region,Region V,,,02/11/2009,698,29-May-13,29-May-13,Canis lupus familiaris,23593515,RV/R5.PHL/2009/TRa-271,RV/R5.PHL/2009/TRa-271
LC018502,Asian SEA4,Philippines,2012,2012,,Naga City,Camarines Sur,Bicol Region,Region V,,,07/08/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-337,RV/R5.PHL/2012/TRa-337
LC018503,Asian SEA4,Philippines,2012,2012,,Panganiban,Catanduanes,Bicol Region,Region V,,,09/08/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-338,RV/R5.PHL/2012/TRa-338
LC018504,Asian SEA4,Philippines,2012,2012,,Oas,Albay,Bicol Region,Region V,,,13/08/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-339,RV/R5.PHL/2012/TRa-339
LC018505,Asian SEA4,Philippines,2012,2012,,Daet,Camarines Norte,Bicol Region,Region V,,,15/08/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-340,RV/R5.PHL/2012/TRa-340
LC018506,Asian SEA4,Philippines,2012,2012,,Labo,Camarines Norte,Bicol Region,Region V,,,06/11/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-343,RV/R5.PHL/2012/TRa-343
LC018507,Asian SEA4,Philippines,2012,2012,,Naga City,Camarines Sur,Bicol Region,Region V,,,05/12/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-344,RV/R5.PHL/2012/TRa-344
LC018517,Asian SEA4,Philippines,2012,2012,,Tiwi,Albay,Bicol Region,Region V,,,11/06/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-355,RV/R5.PHL/2012/TRa-355
LC018518,Asian SEA4,Philippines,2012,2012,,Tabaco City,Albay,Bicol Region,Region V,13.32537797,123.668741,13/06/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-356,RV/R5.PHL/2012/TRa-356
LC018519,Asian SEA4,Philippines,2012,2012,,Castilla,Sorsogon,Bicol Region,Region V,,,14/06/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-357,RV/R5.PHL/2012/TRa-357
LC018520,Asian SEA4,Philippines,2012,2012,,Labo,Camarines Norte,Bicol Region,Region V,,,14/06/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-358,RV/R5.PHL/2012/TRa-358
LC018521,Asian SEA4,Philippines,2012,2012,,Legaspi City,Albay,Bicol Region,Region V,,,18/06/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-360,RV/R5.PHL/2012/TRa-360
LC018522,Asian SEA4,Philippines,2012,2012,,Oas,Albay,Bicol Region,Region V,,,19/07/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2012/TRa-362,RV/R5.PHL/2012/TRa-362
LC018523,Asian SEA4,Philippines,2013,2013,,Camalig,Albay,Bicol Region,Region V,,,15/01/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-364,RV/R5.PHL/2013/TRa-364
LC018524,Asian SEA4,Philippines,2013,2013,,Tabaco City,Albay,Bicol Region,Region V,13.32537797,123.668741,04/02/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-365,RV/R5.PHL/2013/TRa-365
LC018549,Asian SEA4,Philippines,2013,2013,,Camalig,Albay,Bicol Region,Region V,,,15/01/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-421,RV/R5.PHL/2013/TRa-421
LC018550,Asian SEA4,Philippines,2013,2013,,Tabaco City,Albay,Bicol Region,Region V,13.32537797,123.668741,04/02/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-422,RV/R5.PHL/2013/TRa-422
LC018551,Asian SEA4,Philippines,2013,2013,,Naga City,Camarines Sur,Bicol Region,Region V,,,15/03/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-425,RV/R5.PHL/2013/TRa-425
LC018552,Asian SEA4,Philippines,2013,2013,,Bato,Camarines Sur,Bicol Region,Region V,,,18/03/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-426,RV/R5.PHL/2013/TRa-426
LC018553,Asian SEA4,Philippines,2013,2013,,Jovellar,Albay,Bicol Region,Region V,,,15/04/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-427,RV/R5.PHL/2013/TRa-427
LC018554,Asian SEA4,Philippines,2013,2013,,Daraga,Albay,Bicol Region,Region V,,,24/04/2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R5.PHL/2013/TRa-429,RV/R5.PHL/2013/TRa-429
MN726842,Asian SEA4,Philippines,2019,2019,,Batang,Albay,Bicol Region,Region V,,,01/01/2019,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,REGION_5_2019-13,REGION_5_2019-13
MN726852,Asian SEA4,Philippines,2018,2018,,Basag,Albay,Bicol Region,Region V,,,12/02/2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,REGION_5_2018-50,REGION_5_2018-50
MN726860,Asian SEA4,Philippines,2018,2018,,Zone1,Albay,Bicol Region,Region V,,,27/03/2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,REGION_5_2018-100,REGION_5_2018-100
MN726875,Asian SEA4,Philippines,2018,2018,,Misibis,Albay,Bicol Region,Region V,,,13/11/2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,REGION_5_2018-311,REGION_5_2018-311
MN726876,Asian SEA4,Philippines,2018,2018,,Bariis,Albay,Bicol Region,Region V,,,25/10/2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,REGION_5_2018-304,REGION_5_2018-304
MN726880,Asian SEA4,Philippines,2019,2019,,Panal,Albay,Bicol Region,Region V,,,01/01/2019,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,REGION_5_2019-1,REGION_5_2019-1
R5-21-115,Asian SEA4,Philippines,,,Pob. III,Vinzons,Camarines Norte,Bicol Region,Region V,14.19277209,122.8889974,28/09/2021,11872,,,Canis familiaris,,R5-21-115,R5-21-115
R5-21-119,Asian SEA4,Philippines,,,San Pedro,Irosin,Sorsogon,Bicol Region,Region V,12.71458793,124.0300037,15/10/2021,11872,,,Canis familiaris,,R5-21-119,R5-21-119
R5-21-128,Asian SEA4,Philippines,,,Cararayan,Naga,Camarines Sur,Bicol Region,Region V,13.64368803,123.2594656,09/11/2021,11872,,,Canis familiaris,,R5-21-128,R5-21-128
R5-21-132,Asian SEA4,Philippines,,,Labnig,Malinao,Albay,Bicol Region,Region V,13.3845747,123.6522757,15/11/2021,11872,,,Canis familiaris,,R5-21-132,R5-21-132
R5-21-136,Asian SEA4,Philippines,,,-,Libon,Albay,Bicol Region,Region V,13.24707931,123.3705704,02/12/2021,11872,,,Canis familiaris,,R5-21-136,R5-21-136
R5-21-140,Asian SEA4,Philippines,,,Calang Calawan,Vinzons,Camarines Norte,Bicol Region,Region V,14.19277209,122.8889974,10/12/2021,11872,,,Canis familiaris,,R5-21-140,R5-21-140
R5-22-008,Asian SEA4,Philippines,,,Sto. Cristo,Tabaco City,Albay,Bicol Region,Region V,13.32537797,123.668741,02/02/2022,11872,,,Canis familiaris,,R5-22-008,R5-22-008
R5-22-09,Asian SEA4,Philippines,,,Bauud,Malilipot,Albay,Bicol Region,Region V,13.30206264,123.724162,07/02/2022,11872,,,Felis catus,,R5-09,R5-09
RADDL5-005,Asian SEA4,Philippines,,,San Nicolas,Iriga  ,Camarines Sur,Bicol Region,Region V,13.44838237,123.4332975,30/01/2015,11872,,,Canis familiaris,,RADDL5-005,RADDL5-005
R6-21-4375,Asian SEA4,Philippines,,,Labigan,Sara,Iloilo,Western Visayas,Region VI,11.29863894,122.9983924,01/10/2021,11872,,,Canis familiaris,,R6-21-4375,R6-21-4375
R6-21-4511,Asian SEA4,Philippines,,,San Isidro,Tibiao,Antique,Western Visayas,Region VI,11.31177392,122.0839795,08/10/2021,11872,,,Canis familiaris,,R6-21-4511,R6-21-4511
R6-21-4600,Asian SEA4,Philippines,,,Jibao-An,Pavia,Iloilo,Western Visayas,Region VI,10.76834195,122.5361294,14/10/2021,11872,,,Canis familiaris,,R6-21-4600,R6-21-4600
R6-4342,Asian SEA4,Philippines,,,Cabanban,Oton,Iloilo,Western Visayas,Region VI,10.72535873,122.4673796,30/09/2021,11872,,,Bos taurus,,R6-4342,R6-4342
R6-4568,Asian SEA4,Philippines,,,Avila,Buenavista,Guimaras,Western Visayas,Region VI,10.69136331,122.6621626,13/10/2021,11872,,,Canis familiaris,,R6-4568,R6-4568
AB563890,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,01/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-074,RV/R7.PHL/2008/TRa-074
AB563891,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,02/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-075,RV/R7.PHL/2008/TRa-075
AB563892,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,03/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-076,RV/R7.PHL/2008/TRa-076
AB563893,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,04/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-077,RV/R7.PHL/2008/TRa-077
AB563894,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,05/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-078,RV/R7.PHL/2008/TRa-078
AB563895,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,06/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-079,RV/R7.PHL/2008/TRa-079
AB563896,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,07/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-080,RV/R7.PHL/2008/TRa-080
AB563897,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,08/09/2008,803,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-081,RV/R7.PHL/2008/TRa-081
AB563898,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,01/10/2008,789,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-082,RV/R7.PHL/2008/TRa-082
AB563899,Asian SEA4,Philippines,2008,2008,,,Negros Oriental,Central Visayas,Region VII,,,01/11/2008,769,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-083,RV/R7.PHL/2008/TRa-083
AB563900,Asian SEA4,Philippines,2008,2008,,Valencia,Negros Oriental,Central Visayas,Region VII,,,02/10/2008,1575,03-Apr-13,25-Jun-13,-,23593515,RV/R7.PHL/2008/TRa-085,RV/R7.PHL/2008/TRa-085
AB563911,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,01/10/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-096,RV/R7.PHL/2008/TRa-096
AB563912,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,01/11/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-097,RV/R7.PHL/2008/TRa-097
